blk_1600598925643181052,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-8207760170356167326,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_8365889735938562908,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-5243313873955286040,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-6496349837203531376,22 5 5 5 26 11 9 11 9 26 26 11 9 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 2 23 23 23 21 21 21
blk_-9049143959121325760,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_6561288624653508988,22 5 5 5 9 26 11 11 9 26 26 11 9 23 23 23 21 21 21
blk_1482426393507712083,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1338696113263618911,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_6971478553547660266,5 5 5 22 11 9 11 9 11 9 26 26 26 2 3 4 3 23 23 23 21 21 21
blk_3399391677558932355,5 5 22 5 11 9 9 11 9 26 26 26 11 2 23 23 23 21 21 21
blk_-2483470080638882362,22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 2 23 23 23 21 21 21
blk_5887939538952639740,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-1030565288868261443,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-7470341210116378094,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-4656897471902635546,5 22 5 5 11 9 11 9 11 9 26 26 26 4 3 4 2 2 23 23 23 21 21 21
blk_-1719008929712529128,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 2 23 23 23 21 21 21
blk_6914167658980456692,5 5 5 22 11 9 11 9 26 11 9 26 26 23 23 23 21 21 21
blk_1260149856484157959,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_3598320745692998649,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_278929727216948761,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_7091634266688030908,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_7271150916144417726,22 5 5 5 26 26 11 9 11 9 11 9 26 3 3 3 3 3 3 23 23 23 21 21 21
blk_4313667428421049167,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 3 3 3 4 3 4 3 3 3 4 23 23 23 21 21 21
blk_2096360772831587629,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_7654818909515705239,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_5936474521870679044,5 5 5 22 11 9 11 9 11 9 26 26 26 2 3 3 4 23 23 23 21 21 21
blk_-4252977942285976643,22 5 5 5 26 26 26 11 9 11 9 11 9 2 4 3 3 4 3 3 4 3 3 23 23 23 21 21 21
blk_-602092683561272459,5 5 5 22 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_-6986780682819731191,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-2651178345932058413,22 5 5 5 11 9 11 9 11 9 26 26 26 3 3 4 23 23 23 3 21 21 21
blk_-1067866602168873257,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-5086275121998282993,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5032387043936591567,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-1407195193680566568,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3208015247509830653,5 22 5 5 11 9 11 9 11 9 26 26 26
blk_1767098277123023435,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1316633894214192636,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-5364631902424179727,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 2 2 23 23 23 21 21 21
blk_-2147990501714038392,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_6053026490118037343,5 5 22 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_8825726598137581908,5 5 22 5 9 26 11 9 11 11 9 26 26 2 23 23 23 21 21 21
blk_-7274142232596781122,5 5 5 22 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21
blk_456948030312824954,5 5 5 22 11 9 11 9 26 26 26 11 9 23 23 23 21 21 21
blk_6371308857381056505,5 5 22 5 11 9 11 9 11 9 26 26 26
blk_-2489796447332719458,5 5 22 5 11 9 11 9 11 9 26 26 26
blk_1052394383127570182,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_2941072761639568615,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_-3745217836374368047,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-1977013704050537033,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 2 2 2 23 23 23 21 21 21
blk_-5793308520603472678,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_117385397719559850,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1982499077679892776,5 5 5 22 11 9 11 9 11 9 26 26 26 2 4 4 3 2 2 23 23 23 21 21 21
blk_7499182211629408848,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-568108920510046303,5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_-7424631283916299882,5 22 5 5 11 9 11 9 11 9 26 26 26 2 3 4 3 3 3 4 23 23 23 21 21 21
blk_-6171398690834977129,22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 3 3 3 3 23 23 23 21 21 21
blk_-9142269236711827551,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 23 23 23 21 21 21
blk_-1406249962801849092,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5556365691606440389,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_3561819420691821414,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-6129815569198055183,22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 4 3 3 3 3 4 4 3 3 23 23 23 21 21 21
blk_4359360095691757896,22 5 5 5 26 11 9 26 26 11 9 11 9 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21
blk_2704950063085381127,5 5 5 22 11 9 11 9 26 11 9 26 26 23 23 23 21 21 21
blk_6914766034673968838,5 5 22 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_-4862411453724898750,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3987807403253687386,22 5 5 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_-4626541331248230578,5 5 5 22 11 9 11 9 11 9 26 26 26
blk_-216943932605639523,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_1790738849084168630,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_2813808986047348278,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5396626171926409987,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5001289639031599278,5 5 22 5 11 9 11 9 26 26 11 9 26 4 4 3 23 23 23 21 21 21
blk_-472819353803866889,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3511015025374435599,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1510573271964813844,22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 23 23 23 21 21 21
blk_-6116079958960414513,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-262772959402926619,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5778829355633924319,5 5 5 22 11 9 11 9 26 11 9 26 26
blk_7388058330516355367,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_3419008746639060527,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3765742896290665822,5 5 22 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21
blk_7353879436488850343,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3081066652255146600,22 5 5 5 26 11 9 26 26 11 9 11 9 23 23 23 21 21 21
blk_4333612922602450635,5 5 5 22 11 9 11 9 11 9 26 26 26 3 4 3 3 4 3 23 23 23 21 21 21
blk_-8277981302173370812,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-4177445503069257602,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-5736747588188033179,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_6525726877755741047,22 5 5 5 26 11 9 11 9 26 26 11 9 3 3 4 3 3 4 3 4 3 23 23 23 21 21 21
blk_-2920635488915187718,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_58668702448476001,5 5 5 22 11 9 11 9 26 11 9 26 26 3 4 3 3 4 3 23 23 23 21 21 21
blk_-300355547891835271,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 3 4 3 4 23 23 23 21 21 21
blk_-5311815039621827949,22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21
blk_6452735942717277853,5 5 22 5 11 9 11 9 11 9 26 26 26 3 2 23 23 23 21 21 21
blk_-7641529828517572577,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-6216840733882659992,22 5 5 5 11 9 26 26 11 9 11 9 26 4 4 3 2 23 23 23 21 21 21
blk_-6812805398722960421,22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 23 23 23 21 21 21
blk_-8081366358797319978,5 5 5 22 11 9 11 9 11 9 26 26 26 3 3 4 2 3 4 3 23 23 23 21 21 21
blk_4421322326002984517,5 5 5 22 11 9 11 9 11 9 26 26 26
blk_-5716816153829333079,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-4610876534480589570,5 5 5 22 11 9 11 9 26 26 26 11 9 23 23 23 21 21 21
blk_1013744288647279325,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-8065214698031371906,22 5 5 5 26 26 26 11 9 11 9 11 9 2 4 4 3 23 23 23 21 21 21
blk_7555461292900394818,22 5 5 5 26 26 26 11 9 11 9 11 9 2 23 23 23 21 21 21
blk_-276534209399583226,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_6733987533606883182,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_5626567730926129568,5 5 22 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21
blk_8495196104007780280,22 5 5 5 11 9 11 9 26 26 11 9 26
blk_147341807069140321,22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 23 23 23 21 21 21
blk_-6681061382626203969,5 22 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_3845887639726124483,5 5 5 22 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21
blk_8946015718457572007,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_4476840187058472158,5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_-8104516560058478345,22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 23 23 23 21 21 21
blk_-6764387605997622884,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_2985793134434953942,22 5 5 5 11 9 11 9 26 26 26 11 9 4 4 3 2 2 23 23 23 21 21 21
blk_-2967331374810141520,5 5 22 5 11 9 11 9 11 9 26 26 26
blk_2981959693936627998,5 5 22 5 11 9 11 9 11 9 26 26 26 3 4 3 3 4 3 23 23 23 21 21 21
blk_-8351289619012008615,5 5 22 5 11 9 11 9 26 26 11 9 26 4 4 3 23 23 23 21 21 21
blk_-2692654698819532951,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_664861977480565349,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_64130048882773521,5 22 5 5 11 9 11 9 11 9 26 26 26 4 3 3 4 3 23 23 23 21 21 21
blk_-4346466532702253670,5 5 5 22 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_5741420497850181056,22 5 5 5 26 26 11 9 11 9 11 9 26 3 3 4 4 3 3 4 3 3 4 3 3 23 23 23 21 21 21
blk_3150597393091988492,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-1089110032075566815,22 5 5 5 26 26 11 9 11 9 26 11 9 23 23 23 21 21 21
blk_-3708284922519590908,22 5 5 5 11 9 26 26 26 11 9 11 9 4 4 3 23 23 23 21 21 21
blk_2558818542968475154,5 22 5 5 11 9 11 9 11 9 26 26 26
blk_-7549164035520574625,22 5 5 5 11 9 26 11 9 11 9 26 26 3 3 4 3 3 4 23 23 23 21 21 21
blk_9073544959315506751,5 22 5 5 11 9 11 9 11 9 26 26 26
blk_7211272643701974934,22 5 5 5 9 26 26 26 11 11 9 11 9 23 23 23 21 21 21
blk_-8711462291952971093,22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 4 3 3 4 3 3 4 3 23 23 23 21 21 21
blk_-397147717372978935,5 22 5 5 9 11 9 11 11 9 26 26 26 23 23 23 21 21 21
blk_-498143716123536636,5 5 5 22 11 9 11 9 11 9 26 26 26 3 3 4 23 23 23 21 21 21
blk_5303131694239002087,5 5 22 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21
blk_-3079919889691669792,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5082280508578051575,5 5 5 22 11 9 11 9 9 26 26 11 26 4 3 4 23 23 23 21 21 21
blk_-5281687559428981745,5 5 5 22 11 9 11 9 26 26 26 11 9
blk_4737277811738801295,5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_8610344222182034071,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-70864965048262080,5 5 22 5 11 9 11 9 26 26 11 9 26
blk_4140924347146849237,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-5978908006979082499,5 5 22 5 11 9 11 9 26 26 11 9 26 3 3 4 23 23 23 21 21 21
blk_1815678028921905369,5 22 5 5 11 9 26 26 26 11 9 11 9 2 4 3 4 23 23 23 21 21 21
blk_-2947618005229482317,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_7998717711232218410,22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 23 23 23 21 21 21
blk_-4234687100510187888,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-208669855642747583,5 5 22 5 11 9 26 11 9 11 9 26 26 3 3 4 3 4 3 23 23 23 21 21 21
blk_1835134882633227232,22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 23 23 23 21 21 21
blk_-6543726795815176096,5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_1502808444770849825,5 5 5 22 11 9 11 9 11 9 26 26 26 4 3 4 23 23 23 21 21 21
blk_5266524335328975377,22 5 5 5 26 11 9 26 26 11 9 11 9 3 4 3 3 4 3 3 4 3 3 4 3 23 23 23 21 21 21
blk_-3725972825690691787,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_5314294252557205163,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-7842687860942443568,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_-5960572123248807953,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3759640705647720316,22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 4 3 3 4 3 3 3 4 23 23 23 21 21 21
blk_-1712255845843316601,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-495207045795550549,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_259932392123029431,5 5 5 22 9 26 11 9 11 11 9 26 26 23 23 23 21 21 21
blk_-3770396277800578207,5 5 5 22 11 9 11 9 11 9 26 26 26 4 4 3 2 23 23 23 21 21 21
blk_-1909536132103613690,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3833963087599481917,22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 4 3 3 3 4 3 23 23 23 21 21 21
blk_-5748478793858285614,5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 2 3 3 4 23 23 23 21 21 21
blk_989091622192786911,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_7052192917024197236,5 5 5 22 11 9 11 9 11 9 26 26 26
blk_664339620728677309,5 5 22 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_1475429570791779718,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-3486808304671603275,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_6751274806042726565,5 22 5 5 11 9 11 9 11 9 26 26 26 4 3 4 23 23 23 21 21 21
blk_7504573366801236891,5 22 5 5 11 9 11 9 11 9 26 26 26 4 4 3 23 23 23 21 21 21
blk_1974866922078322877,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1204276230460621782,22 5 5 5 26 26 26 11 9 11 9 11 9 2 4 3 4 23 23 23 21 21 21
blk_-3592571997648758535,22 5 5 5 26 11 9 26 26 11 9 11 9 3 3 4 3 3 4 3 3 4 3 4 3 23 23 23 21 21 21
blk_-1091045486624545650,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_8912548739679380833,22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21
blk_8291501847550870753,5 5 5 22 11 9 26 26 11 9 11 9 26 23 23 23 21 21 21
blk_-1790429077280487851,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_2891957665869808459,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-930600675173650242,5 5 22 5 11 9 11 9 11 9 26 26 26 3 4 3 3 4 3 2 23 23 23 21 21 21
blk_2213919074377353316,5 5 5 22 11 9 11 9 11 9 26 26 26 4 3 4 2 23 23 23 21 21 21
blk_-6702293211759687512,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_464178478000116491,5 5 5 22 11 9 11 9 26 11 9 26 26
blk_8630665511794898823,5 22 5 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_4991629600988463702,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-1809306088599533455,5 5 5 22 11 9 11 9 11 9 26 26 26
blk_8268088445050043627,22 5 5 5 26 26 26 9 11 9 11 9 11 23 23 23 21 21 21
blk_5513944720819133422,5 22 5 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21
blk_9195875006737282599,22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_8824033245753978038,5 5 22 5 11 9 11 9 11 9 26 26 26 2 3 3 4 3 4 3 23 23 23 21 21 21
blk_4861183254460525149,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1153683287377485350,22 5 5 5 26 26 11 9 11 9 26 11 9 3 4 3 3 4 3 3 4 3 23 23 23 21 21 21
blk_-2176938448990848637,5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_1600612047659943932,5 5 5 22 11 9 11 9 11 9 26 26 26
blk_7463266363814405997,5 22 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21
blk_7741598300233672290,5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_4695964402943411759,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
blk_-7802872118116389168,22 5 5 5 26 26 11 9 11 9 26 11 9 2 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21
blk_-6208941963098799177,5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21
